league,season,team,player,league_id,season_id,team_id,player_id,position,matches,minutes,goals,xg,np_goals,np_xg,assists,xa,shots,key_passes,yellow_cards,red_cards,xg_chain,xg_buildup
GER-Bundesliga,2526,Union Berlin,Tom Rothe,3,2025,240,10550,D S,12,524,1,1.2419252768158913,1,1.2419252768158913,0,0.5258037000894547,11,4,1,1,0.723926804959774,0.33448604494333267
GER-Bundesliga,2526,Union Berlin,Woo-Yeong Jeong,3,2025,240,7267,F M S,21,920,2,1.6209803335368633,2,1.6209803335368633,1,0.4271412957459688,15,6,0,0,3.0086282193660736,1.3293932676315308
GER-Bundesliga,2526,VfB Stuttgart,Alexander Nübel,3,2025,133,2639,GK,23,2070,0,0.0,0,0.0,1,0.2837728001177311,0,3,0,0,5.396515307947993,5.302169723436236
GER-Bundesliga,2526,VfB Stuttgart,Ameen Al Dakhil,3,2025,133,11699,D S,7,348,0,0.06256280839443207,0,0.06256280839443207,0,0.08149907365441322,1,2,1,0,0.6032575815916061,0.5883240699768066
GER-Bundesliga,2526,VfB Stuttgart,Angelo Stiller,3,2025,133,9725,M S,23,1784,1,2.3395249396562576,1,1.5817482322454453,5,3.669839064590633,8,35,1,0,12.278892148286104,9.223304633051157
GER-Bundesliga,2526,VfB Stuttgart,Atakan Karazor,3,2025,133,8878,M S,21,1372,0,0.9263288211077452,0,0.9263288211077452,0,1.5590059328824282,5,11,3,0,9.980787120759487,7.677957940846682
GER-Bundesliga,2526,VfB Stuttgart,Badredine Bouanani,3,2025,133,11062,F M S,12,439,0,0.8921055234968662,0,0.8921055234968662,0,0.5685664489865303,13,5,1,0,3.8350113332271576,2.715110842138529
GER-Bundesliga,2526,VfB Stuttgart,Bilal El Khannouss,3,2025,133,13020,F M S,17,1195,3,1.549389754422009,3,1.549389754422009,3,3.7086054272949696,27,34,4,0,7.843825418502092,3.879730684682727
GER-Bundesliga,2526,VfB Stuttgart,Chema Andres,3,2025,133,13078,M S,17,857,1,0.9713077396154404,1,0.9713077396154404,0,0.3122939420863986,10,9,2,0,4.536439774557948,3.91104169562459
GER-Bundesliga,2526,VfB Stuttgart,Chris Führich,3,2025,133,6449,F M S,22,919,4,1.6249205358326435,4,1.6249205358326435,3,4.022595357149839,19,24,1,0,9.029073245823383,5.490691252052784
GER-Bundesliga,2526,VfB Stuttgart,Dan-Axel Zagadou,3,2025,133,6103,D,2,168,0,0.26282281428575516,0,0.26282281428575516,0,0.0886286199092865,5,1,0,0,0.27376653254032135,0.08412973769009113
GER-Bundesliga,2526,VfB Stuttgart,Deniz Undav,3,2025,133,10804,F M S,19,1393,13,12.045077096670866,13,12.045077096670866,3,2.760711643844843,83,19,4,0,18.013120710849762,4.762813446111977
GER-Bundesliga,2526,VfB Stuttgart,Ermedin Demirovic,3,2025,133,6496,F S,14,927,7,5.030739180743694,6,4.272962503135204,1,0.8047635816037655,19,8,4,0,5.8363819271326065,1.5008918233215809
GER-Bundesliga,2526,VfB Stuttgart,Finn Jeltsch,3,2025,133,13426,D S,16,1077,0,0.19509844854474068,0,0.19509844854474068,1,0.10187679901719093,3,5,3,0,4.238060973584652,4.0807337537407875
GER-Bundesliga,2526,VfB Stuttgart,Jamie Leweling,3,2025,133,9718,D M S,22,1597,5,2.882967710494995,5,2.882967710494995,6,3.9793046414852142,35,31,4,0,10.600900005549192,5.046150948852301
GER-Bundesliga,2526,VfB Stuttgart,Jeremy Arévalo,3,2025,133,14338,S,3,13,0,0.11648517102003098,0,0.11648517102003098,1,0.062080275267362595,2,1,0,0,0.17856544256210327,0.0
GER-Bundesliga,2526,VfB Stuttgart,Joshua Vagnoman,3,2025,133,6626,D M S,21,1422,1,3.556872447952628,1,3.556872447952628,3,2.121924228966236,19,16,3,0,7.548987561836839,3.170874636620283
GER-Bundesliga,2526,VfB Stuttgart,Julian Chabot,3,2025,133,7937,D S,19,1619,0,1.0207440545782447,0,1.0207440545782447,0,0.19320041127502918,14,4,2,0,8.76708398386836,8.545912440866232
GER-Bundesliga,2526,VfB Stuttgart,Lazar Jovanovic,3,2025,133,13868,S,3,23,0,0.0999414473772049,0,0.0999414473772049,0,0.09531611576676369,1,2,0,0,0.19525755941867828,0.0
GER-Bundesliga,2526,VfB Stuttgart,Lorenz Assignon,3,2025,133,8973,D S,15,686,0,0.5734820263460279,0,0.5734820263460279,0,0.4895924776792526,10,4,2,1,2.87581610865891,2.068031921982765
GER-Bundesliga,2526,VfB Stuttgart,Luca Jaquez,3,2025,133,13425,D S,6,418,0,0.11304950062185526,0,0.11304950062185526,1,0.42458663135766983,2,4,1,0,1.9514128863811493,1.513208296149969
GER-Bundesliga,2526,VfB Stuttgart,Maximilian Mittelstädt,3,2025,133,419,D M S,22,1518,4,3.389159120619297,1,1.1158290710300207,3,3.950218603014946,21,25,3,0,11.098658367991447,8.26798397488892
GER-Bundesliga,2526,VfB Stuttgart,Nick Woltemade,3,2025,133,8117,M,1,90,0,0.0,0,0.0,0,0.34767159819602966,0,1,0,0,0.5924015045166016,0.2447298914194107
GER-Bundesliga,2526,VfB Stuttgart,Nikolas Nartey,3,2025,133,6415,F M S,19,841,1,2.7086781430989504,1,2.7086781430989504,1,2.275653451681137,15,17,1,0,8.424314677715302,3.761186210438609
GER-Bundesliga,2526,VfB Stuttgart,Pascal Stenzel,3,2025,133,326,D,2,114,0,0.15920219477266073,0,0.15920219477266073,0,0.0,3,0,2,0,0.2664077952504158,0.11815702170133591
GER-Bundesliga,2526,VfB Stuttgart,Ramon Hendriks,3,2025,133,12927,D S,20,1229,0,0.06360262259840965,0,0.06360262259840965,2,0.5049298442900181,3,4,2,0,5.03400082141161,4.925334610044956
GER-Bundesliga,2526,VfB Stuttgart,Tiago Tomás,3,2025,133,10367,M S,16,676,3,3.538060247898102,3,3.538060247898102,0,0.6995905749499798,26,8,2,0,4.810572601854801,1.2145543973892927
GER-Bundesliga,2526,Werder Bremen,Amos Pieper,3,2025,123,7320,D,12,963,0,0.3870185147970915,0,0.3870185147970915,0,0.06971349939703941,8,2,3,0,1.5727646313607693,1.5390255972743034
GER-Bundesliga,2526,Werder Bremen,Cameron Puertas,3,2025,123,14058,F M S,18,1028,0,1.3109895437955856,0,1.3109895437955856,0,1.2324785701930523,21,10,4,0,3.39735721424222,2.137619351968169
GER-Bundesliga,2526,Werder Bremen,Felix Agu,3,2025,123,8804,D M S,8,583,0,0.08192805992439389,0,0.08192805992439389,0,0.39447070844471455,2,6,1,0,1.1533972900360823,0.8871688898652792
GER-Bundesliga,2526,Werder Bremen,Isaac Schmidt,3,2025,123,13974,D S,14,518,1,0.5034690070897341,1,0.5034690070897341,0,0.4418418137356639,4,8,2,0,2.4430599361658096,1.6769973374903202
GER-Bundesliga,2526,Werder Bremen,Isak Hansen-Aaröen,3,2025,123,12431,S,1,1,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,Werder Bremen,Jens Stage,3,2025,123,10734,M,21,1809,6,3.189944788813591,6,3.189944788813591,1,3.029886471107602,37,18,4,0,7.790730103850365,3.21358348056674
GER-Bundesliga,2526,Werder Bremen,Jovan Milosevic,3,2025,123,11840,F S,7,210,2,1.2568718791007996,2,1.2568718791007996,0,0.0,7,0,2,0,1.4571336023509502,0.35807545483112335
GER-Bundesliga,2526,Werder Bremen,Julián Malatini,3,2025,123,12360,D S,8,412,0,0.02844528667628765,0,0.02844528667628765,0,0.1550656594336033,2,2,2,0,0.9986067321151495,0.9388791136443615
GER-Bundesliga,2526,Werder Bremen,Justin Njinmah,3,2025,123,10585,D F M S,22,1324,4,4.4636847618967295,4,4.4636847618967295,0,0.872557558119297,38,11,1,0,6.285334352403879,0.9670318653807044
GER-Bundesliga,2526,Werder Bremen,Karim Coulibaly,3,2025,123,13496,D S,21,1741,1,1.1301267184317112,1,1.1301267184317112,0,0.1730191968381405,6,6,3,1,3.6419133339077234,3.427487688139081
GER-Bundesliga,2526,Werder Bremen,Karl Hein,3,2025,123,9692,GK,2,180,0,0.0,0,0.0,0,0.0,0,0,0,0,0.270400308072567,0.270400308072567
GER-Bundesliga,2526,Werder Bremen,Keke Maximilian Topp,3,2025,123,11314,F S,17,499,1,1.3754360526800156,1,1.3754360526800156,1,0.8043465055525303,19,7,3,0,3.1288737282156944,1.1764479484409094
GER-Bundesliga,2526,Werder Bremen,Leonardo Bittencourt,3,2025,123,262,M S,9,202,0,0.020645244978368282,0,0.020645244978368282,0,0.1779962908476591,2,2,2,0,1.179537070915103,1.154469221830368
GER-Bundesliga,2526,Werder Bremen,Marco Friedl,3,2025,123,5340,D,21,1855,1,0.729124104604125,1,0.729124104604125,0,0.2931987326592207,8,5,7,0,4.340988468378782,4.1024957485497
GER-Bundesliga,2526,Werder Bremen,Marco Grüll,3,2025,123,12924,F M S,23,1492,2,2.7887072917073965,2,2.7887072917073965,1,1.7403733469545841,34,28,4,0,7.028684167191386,4.370032529346645
GER-Bundesliga,2526,Werder Bremen,Mio Backhaus,3,2025,123,12925,GK,21,1890,0,0.0,0,0.0,0,0.0,0,0,0,0,1.8552045496180654,1.8552045496180654
GER-Bundesliga,2526,Werder Bremen,Niklas Stark,3,2025,123,418,D S,9,449,0,0.5795709788799286,0,0.5795709788799286,0,0.0,3,0,3,2,0.37146822176873684,0.32431682012975216
GER-Bundesliga,2526,Werder Bremen,Olivier Deman,3,2025,123,12028,D S,5,261,0,0.16815291717648506,0,0.16815291717648506,1,0.45835182070732117,3,7,1,0,0.751252755522728,0.48254550993442535
GER-Bundesliga,2526,Werder Bremen,Patrice Covic,3,2025,123,13291,M S,11,246,0,0.4799690619111061,0,0.4799690619111061,0,0.8966681715101004,3,3,1,0,1.7972218748182058,0.9988305773586035
GER-Bundesliga,2526,Werder Bremen,Romano Schmid,3,2025,123,9069,F M,23,2029,2,5.1118383416906,0,2.83850830886513,5,6.538820691406727,37,60,4,0,10.558549277484417,4.91535147279501
GER-Bundesliga,2526,Werder Bremen,Samuel Mbangula,3,2025,123,12904,F M S,20,990,3,1.7021509390324354,3,1.7021509390324354,2,1.0369327440857887,15,14,0,0,3.949434280395508,1.5974660031497478
GER-Bundesliga,2526,Werder Bremen,Senne Lynen,3,2025,123,11835,D M,22,1956,0,0.6801605997607112,0,0.6801605997607112,0,0.4234511349350214,17,8,4,0,5.615045058541,4.916570297442377
GER-Bundesliga,2526,Werder Bremen,Skelly Alvero,3,2025,123,12013,S,2,23,0,0.0,0,0.0,0,0.0,0,0,0,0,0.07283493131399155,0.07283493131399155
GER-Bundesliga,2526,Werder Bremen,Victor Boniface,3,2025,123,11867,F S,11,309,0,0.908873425796628,0,0.908873425796628,2,1.0533378049731255,16,7,1,0,2.354151902720332,0.713976114988327
GER-Bundesliga,2526,Werder Bremen,Yukinari Sugawara,3,2025,123,12761,D S,21,1760,0,1.4615083215758204,0,1.4615083215758204,4,1.344853151589632,25,12,1,0,5.387804548256099,3.7843419080600142
GER-Bundesliga,2526,Wolfsburg,Aaron Zehnter,3,2025,131,10863,D S,16,1216,2,0.9841702813282609,2,0.9841702813282609,0,0.972286332398653,8,15,0,0,4.506859140470624,2.7301728054881096
GER-Bundesliga,2526,Wolfsburg,Adam Daghim,3,2025,131,14024,M S,17,930,2,1.3289614841341972,2,1.3289614841341972,2,2.1903138421475887,17,12,1,0,6.4708148166537285,3.1601649671792984
GER-Bundesliga,2526,Wolfsburg,Andreas Skov Olsen,3,2025,131,7934,M S,8,365,1,0.19574299361556768,1,0.19574299361556768,0,0.8937978446483612,7,7,1,0,2.4187796115875244,1.530781688168645
GER-Bundesliga,2526,Wolfsburg,Bence Dárdai,3,2025,131,12965,S,1,31,0,0.0,0,0.0,0,0.012427224777638912,0,1,0,0,0.012427224777638912,0.0
GER-Bundesliga,2526,Wolfsburg,Christian Eriksen,3,2025,131,646,M S,20,1496,1,2.3244246849790215,0,1.5666480669751763,5,3.7174080284312367,23,32,3,0,8.853284552693367,5.6809356939047575
GER-Bundesliga,2526,Wolfsburg,Denis Vavro,3,2025,131,7940,D S,10,548,1,1.2191346790641546,1,1.2191346790641546,0,0.07534658163785934,6,2,1,0,0.20661127846688032,0.08957265596836805
GER-Bundesliga,2526,Wolfsburg,Dzenan Pejcinovic,3,2025,131,11227,F S,20,793,5,4.515467726625502,5,4.515467726625502,0,0.4064747169613838,27,4,1,0,4.826656405813992,0.6520270556211472
GER-Bundesliga,2526,Wolfsburg,Jan Bürger,3,2025,131,13634,D S,6,181,0,0.026138098910450935,0,0.026138098910450935,0,0.1284901462495327,1,2,0,0,1.020152997225523,0.9940148964524269
GER-Bundesliga,2526,Wolfsburg,Jenson Seelt,3,2025,131,13714,D S,9,681,0,0.10756358131766319,0,0.10756358131766319,0,0.0,2,0,0,0,1.855355310253799,1.855355310253799
GER-Bundesliga,2526,Wolfsburg,Jesper Lindstrom,3,2025,131,9752,S,6,72,0,0.27920037880539894,0,0.27920037880539894,0,0.32608336582779884,4,3,1,0,0.8578579220920801,0.31514194421470165
GER-Bundesliga,2526,Wolfsburg,Joakim Maehle,3,2025,131,9233,D M S,7,426,0,0.25609567388892174,0,0.25609567388892174,1,1.2376080956310034,6,6,0,0,2.1968038687482476,1.353231593966484
GER-Bundesliga,2526,Wolfsburg,Jonas Adjetey,3,2025,131,14419,S,2,2,0,0.012852858752012253,0,0.012852858752012253,0,0.0,1,0,0,0,0.012852858752012253,0.0
GER-Bundesliga,2526,Wolfsburg,Jonas Wind,3,2025,131,10394,F S,8,295,0,0.79832549020648,0,0.79832549020648,0,0.2141130343079567,6,4,1,0,1.2379195280373096,0.28718556836247444
GER-Bundesliga,2526,Wolfsburg,Kamil Grabara,3,2025,131,12964,GK,23,2070,0,0.03640927001833916,0,0.03640927001833916,0,0.04049020633101463,1,3,1,0,2.990445558913052,2.949955351650715
GER-Bundesliga,2526,Wolfsburg,Kento Shiogai,3,2025,131,14371,M S,5,195,1,1.257424533367157,1,1.257424533367157,0,0.0,4,0,1,0,1.5643069632351398,0.30688242986798286
GER-Bundesliga,2526,Wolfsburg,Kevin Paredes,3,2025,131,10395,M S,5,145,0,0.06398154236376286,0,0.06398154236376286,0,0.04308099299669266,2,1,1,0,0.6420955136418343,0.535032982006669
GER-Bundesliga,2526,Wolfsburg,Kilian Fischer,3,2025,131,11031,D S,11,801,0,0.08712375164031982,0,0.08712375164031982,0,0.4677412435412407,2,3,0,0,1.9711496345698833,1.804927940480411
GER-Bundesliga,2526,Wolfsburg,Konstantinos Koulierakis,3,2025,131,13063,D S,19,1576,1,2.129984287545085,1,2.129984287545085,0,0.7896478259935975,17,5,3,0,5.001814167946577,4.704399173147976
GER-Bundesliga,2526,Wolfsburg,Lovro Majer,3,2025,131,9931,M S,21,1222,2,2.9454751620069146,2,2.9454751620069146,3,2.536715382710099,21,19,4,0,6.766842443495989,2.378821659833193
GER-Bundesliga,2526,Wolfsburg,Mattias Svanberg,3,2025,131,6974,M S,20,708,3,2.22151755169034,3,2.22151755169034,1,0.8542640991508961,17,6,3,1,3.885388806462288,2.010549733415246
GER-Bundesliga,2526,Wolfsburg,Maximilian Arnold,3,2025,131,153,M,20,1800,1,0.28789658937603235,1,0.28789658937603235,4,4.224334646016359,11,28,5,0,4.640103403478861,3.8401487478986382
GER-Bundesliga,2526,Wolfsburg,Mohammed Amoura,3,2025,131,13062,F M S,20,1392,8,7.761115715838969,7,7.003339038230479,3,3.7336317785084248,46,21,2,0,11.449442401528358,3.1498454120010138
GER-Bundesliga,2526,Wolfsburg,Moritz Jenz,3,2025,131,9943,D,15,1350,1,0.6638292074203491,1,0.6638292074203491,0,0.06816104240715504,5,2,5,0,2.3601275188848376,2.2919664764776826
GER-Bundesliga,2526,Wolfsburg,Patrick Wimmer,3,2025,131,9730,M S,17,1198,3,2.470255134627223,3,2.470255134627223,3,0.6412104349583387,15,7,4,0,4.851628598757088,2.5517651764675975
GER-Bundesliga,2526,Wolfsburg,Pharell Hensel,3,2025,131,14174,S,4,4,0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0
GER-Bundesliga,2526,Wolfsburg,Sael Kumbedi,3,2025,131,11157,D S,16,1178,0,0.07260293792933226,0,0.07260293792933226,5,2.200228665024042,3,11,2,0,4.169909141026437,3.109677454456687
GER-Bundesliga,2526,Wolfsburg,Vinicius Souza,3,2025,131,10872,M S,14,933,0,0.04767708946019411,0,0.04767708946019411,0,0.05738056730479002,3,3,2,0,2.395631220191717,2.29057358764112
GER-Bundesliga,2526,Wolfsburg,Václav Cerny,3,2025,131,11851,S,2,40,0,0.07103131711483002,0,0.07103131711483002,0,0.0,1,0,0,0,0.09345263987779617,0.022421324625611305
GER-Bundesliga,2526,Wolfsburg,Yannick Gerhardt,3,2025,131,140,D M S,12,871,1,0.9932252615690231,1,0.9932252615690231,0,0.31523945927619934,9,5,1,0,1.6060187742114067,0.9609552565962076
